date,close,high,low,open,volume,year,month,day,Negative,Neutral,Positive,positive_ratio,negative_ratio,neutral_ratio,SMA_20,EMA_20,RSI,Bollinger_Upper,Bollinger_Lower,Volatility
2018-02-02,8830.75,9142.2802734375,7796.490234375,9142.2802734375,12726899712,2018,2,2,16,8,21,0.4666666666666667,0.3555555555555555,0.1777777777777777,11314.72958984375,11349.57915732236,32.204719855879816,13789.784902850111,8839.674276837388,1237.5276565031809
2018-02-03,9174.91015625,9430.75,8251.6298828125,8852.1201171875,7263790080,2018,2,3,28,5,20,0.3773584905660377,0.5283018867924528,0.0943396226415094,11084.87509765625,11142.467823886896,22.83130096794119,13450.50650996461,8719.243685347888,1182.8157061541808
2018-02-04,8277.009765625,9334.8701171875,8031.22021484375,9175.7001953125,7073549824,2018,2,4,11,3,9,0.391304347826087,0.4782608695652174,0.1304347826086956,10807.735595703123,10869.567056433383,24.250825857684305,13122.45624037401,8493.01495103224,1157.3603223354417
2018-02-05,6955.27001953125,8364.83984375,6756.68017578125,8270.5400390625,9285289984,2018,2,5,37,6,10,0.1886792452830188,0.6981132075471698,0.1132075471698113,10580.974096679687,10496.776862442704,22.022130618488745,13438.911653864248,7723.036539495128,1428.9687785922797
2018-02-06,7754.0,7850.7001953125,6048.259765625,7051.75,13999800320,2018,2,6,30,3,26,0.4406779661016949,0.5084745762711864,0.0508474576271186,10409.244116210935,10235.560018400543,30.14175237992289,13515.429242676904,7303.05898974497,1553.0925632329834
2018-02-07,7621.2998046875,8509.1103515625,7236.7900390625,7755.490234375,9169280000,2018,2,7,13,7,26,0.5652173913043478,0.2826086956521739,0.1521739130434782,10216.564086914062,9986.582855189778,25.02364646807635,13516.463032881418,6916.665140946707,1649.9494729836777
2018-02-08,8265.58984375,8558.76953125,7637.85986328125,7637.85986328125,9346750464,2018,2,8,16,6,29,0.5686274509803921,0.3137254901960784,0.1176470588235294,10049.473559570311,9822.67875886218,31.35294494765415,13391.008724944146,6707.938394196482,1670.7675826869158
2018-02-09,8736.98046875,8736.98046875,7884.7099609375,8271.83984375,6784820224,2018,2,9,16,2,22,0.55,0.4,0.05,9841.362573242188,9719.27892170864,35.5282872990656,12945.631774610396,6737.093371873979,1552.1346006841045
2018-02-10,8621.900390625,9122.5498046875,8295.4697265625,8720.080078125,7780960256,2018,2,10,9,4,11,0.4583333333333333,0.375,0.1666666666666666,9692.452612304687,9614.766680653054,32.930310723885384,12726.427357278688,6658.4778673306855,1516.9873724870008
2018-02-11,8129.97021484375,8616.1298828125,7931.10009765625,8616.1298828125,6122189824,2018,2,11,9,7,10,0.3846153846153846,0.3461538461538461,0.2692307692307692,9552.381103515623,9473.35749343312,28.24408673610239,12604.135462496244,6500.626744535006,1525.8771794903098
2018-02-12,8926.5703125,8985.919921875,8141.43017578125,8141.43017578125,6256439808,2018,2,12,10,4,18,0.5625,0.3125,0.125,9455.289599609376,9421.282523820442,36.39556685054031,12453.847826855786,6456.731372362965,1499.2791136232051
2018-02-13,8598.3095703125,8958.4697265625,8455.41015625,8926.7197265625,5696719872,2018,2,13,13,6,20,0.5128205128205128,0.3333333333333333,0.1538461538461538,9317.23505859375,9342.904147295876,40.392435208221904,12198.627817245084,6435.842299942415,1440.696379325667
2018-02-14,9494.6298828125,9518.5400390625,8599.919921875,8599.919921875,7909819904,2018,2,14,12,6,37,0.6727272727272727,0.2181818181818181,0.109090909090909,9228.996533203124,9357.35421734508,45.79075407067389,11964.35014606344,6493.642920342809,1367.6768064301575
2018-02-15,10166.400390625,10234.7998046875,9395.580078125,9488.3203125,9062540288,2018,2,15,10,2,25,0.6756756756756757,0.2702702702702703,0.054054054054054,9178.746533203124,9434.406233847929,56.03503222219711,11798.330633848223,6559.162432558022,1309.792050322551
2018-02-16,10233.900390625,10324.099609375,9824.8203125,10135.7001953125,7296159744,2018,2,16,5,2,15,0.6818181818181818,0.2272727272727272,0.0909090909090909,9118.40654296875,9510.548534493364,58.79346191498648,11568.740401705789,6668.072684231713,1225.1669293685188
2018-02-17,11112.7001953125,11139.5,10149.400390625,10207.5,8660880384,2018,2,17,10,2,12,0.5,0.4166666666666667,0.0833333333333333,9084.7265625,9663.13440695233,61.38134117977705,11395.183887278805,6774.269237721195,1155.2286623894024
2018-02-18,10551.7998046875,11349.7998046875,10326.0,11123.400390625,8744009728,2018,2,18,4,5,12,0.5714285714285714,0.1904761904761904,0.238095238095238,9047.496533203124,9747.769206736632,63.91136562426506,11228.254163985051,6866.738902421195,1090.3788153909643
2018-02-19,11225.2998046875,11273.7998046875,10513.2001953125,10552.599609375,7652089856,2018,2,19,5,5,14,0.5833333333333334,0.2083333333333333,0.2083333333333333,9103.446533203123,9888.486406541477,78.3618396434194,11449.720081736348,6757.172984669903,1173.1367742666112
2018-02-20,11403.7001953125,11958.5,11231.7998046875,11231.7998046875,9926540288,2018,2,20,11,5,19,0.5428571428571428,0.3142857142857143,0.1428571428571428,9162.5765625,10032.792481662527,76.41860385549896,11680.756324306862,6644.396800693138,1259.089880903431
2018-02-21,10690.400390625,11418.5,10479.099609375,11372.2001953125,9405339648,2018,2,21,12,3,22,0.5945945945945946,0.3243243243243243,0.081081081081081,9238.569580078123,10095.42180632562,70.49334251115972,11847.845450348808,6629.293709807442,1304.6379351353414
2018-02-22,10005.0,11039.099609375,9939.08984375,10660.400390625,8040079872,2018,2,22,13,7,19,0.4871794871794871,0.3333333333333333,0.1794871794871795,9297.282080078125,10086.81020572318,61.551167058567785,11920.72611294996,6673.838047206289,1311.7220164359178
2018-02-23,10301.099609375,10487.2998046875,9734.5595703125,9937.0703125,7739500032,2018,2,23,9,3,7,0.3684210526315789,0.4736842105263157,0.1578947368421052,9353.591552734377,10107.218720356685,60.634677913591055,12014.059969339054,6693.123136129695,1330.23420830234
2018-02-24,9813.0703125,10597.2001953125,9546.9697265625,10287.7001953125,6917929984,2018,2,24,5,5,11,0.5238095238095238,0.238095238095238,0.238095238095238,9430.394580078126,10079.204586275097,57.70803013805799,12048.351043709305,6812.43811644695,1308.978231815588
2018-02-25,9664.73046875,9923.2197265625,9407.0595703125,9796.419921875,5706939904,2018,2,25,9,3,16,0.5714285714285714,0.3214285714285714,0.1071428571428571,9565.867602539063,10039.730860796515,60.39356816028107,11910.701527223957,7221.03367785417,1172.416962342447
2018-02-26,10366.7001953125,10475.0,9501.73046875,9669.4296875,7287690240,2018,2,26,9,6,14,0.4827586206896552,0.3103448275862069,0.2068965517241379,9696.502612304688,10070.870797417088,59.87934374638659,11903.373588676146,7489.63163593323,1103.4354881857291
2018-02-27,10725.599609375,10878.5,10246.099609375,10393.900390625,6966179840,2018,2,27,4,3,20,0.7407407407407407,0.1481481481481481,0.1111111111111111,9851.717602539062,10133.22592236546,64.53219933418644,11872.898483422612,7830.536721655511,1010.5904404417752
2018-02-28,10397.900390625,11089.7998046875,10393.099609375,10687.2001953125,6936189952,2018,2,28,12,4,22,0.5789473684210527,0.3157894736842105,0.1052631578947368,9958.333129882812,10158.433014580654,56.69028963390597,11847.902542561304,8068.76371720432,944.7847063392464
2018-03-01,10951.0,11052.2998046875,10352.7001953125,10385.0,7317279744,2018,3,1,9,7,12,0.4285714285714285,0.3214285714285714,0.25,10069.034106445311,10233.915584620592,55.91531214954153,11916.270207005024,8221.798005885601,923.6180502798557
2018-03-02,11086.400390625,11189.0,10850.099609375,10977.400390625,7620590080,2018,3,2,12,8,26,0.5652173913043478,0.2608695652173913,0.1739130434782608,10192.259106445312,10315.10461376387,56.36209423210742,11960.129422329384,8424.38879056124,883.9351579420361
2018-03-03,11489.7001953125,11528.2001953125,11002.400390625,11101.900390625,6690570240,2018,3,3,60,38,91,0.4814814814814814,0.3174603174603174,0.201058201058201,10360.24560546875,10426.970859625644,53.02843456303868,11930.456086502154,8790.035124435346,785.1052405167019
2018-03-04,11512.599609375,11512.599609375,11136.099609375,11497.400390625,6084149760,2018,3,4,9,5,12,0.4615384615384615,0.3461538461538461,0.1923076923076923,10489.5470703125,10530.364073887487,58.44831935926457,11986.88028313026,8992.213857494738,748.6666064088804
2018-03-05,11573.2998046875,11704.099609375,11443.900390625,11532.400390625,6468539904,2018,3,5,9,3,22,0.6470588235294118,0.2647058823529412,0.088235294117647,10638.29658203125,10629.69128634463,53.429560014028056,11920.132800045474,9356.460364017024,640.9181090071123
2018-03-06,10779.900390625,11500.099609375,10694.2998046875,11500.099609375,6832169984,2018,3,6,10,0,15,0.6,0.4,0.0,10702.560107421876,10643.996915323714,44.51704454253784,11866.421785982617,9538.698428861137,581.9308392803698
2018-03-07,9965.5703125,10929.5,9692.1201171875,10803.900390625,8797910016,2018,3,7,12,3,9,0.375,0.5,0.125,10692.518603515626,10579.384857911931,43.74020412528195,11879.10118983962,9505.936017191632,593.2912931619965
2018-03-08,9395.009765625,10147.400390625,9335.8701171875,9951.4404296875,7186089984,2018,3,8,12,1,10,0.4347826086956521,0.5217391304347826,0.0434782608695652,10650.574072265625,10466.587230075082,44.6253777370881,11958.518080198724,9342.630064332528,653.9720039665493
2018-03-09,9337.5498046875,9466.349609375,8513.0302734375,9414.6904296875,8704190464,2018,3,9,15,3,21,0.5384615384615384,0.3846153846153846,0.0769230769230769,10561.816552734375,10359.059856228643,41.13746873514004,11974.452944707187,9149.180160761563,706.3181959864063
2018-03-10,8866.0,9531.3203125,8828.4697265625,9350.58984375,5386319872,2018,3,10,7,2,11,0.55,0.35,0.1,10477.5265625,10216.863679444965,41.26255613388741,12080.97153024982,8874.08159475018,801.7224838749094
2018-03-11,9578.6298828125,9711.8896484375,8607.1201171875,8852.7802734375,6296370176,2018,3,11,5,2,10,0.5882352941176471,0.2941176470588235,0.1176470588235294,10395.19306640625,10156.07950833711,49.2805643270163,12006.057117601114,8784.329015211384,805.432025597433
2018-03-12,9205.1201171875,9937.5,8956.4296875,9602.9296875,6457399808,2018,3,12,11,7,18,0.5,0.3055555555555556,0.1944444444444444,10285.2640625,10065.511947275245,39.73041362295136,11906.387356406043,8664.140768593958,810.5616469530218
2018-03-13,9194.849609375,9470.3798828125,8958.1904296875,9173.0400390625,5991139840,2018,3,13,9,4,10,0.4347826086956521,0.391304347826087,0.1739130434782608,10210.4865234375,9982.591724618076,35.57749000215672,11889.849066344468,8531.12398053053,839.6812714534847
2018-03-14,8269.8095703125,9355.849609375,8068.58984375,9214.650390625,6438230016,2018,3,14,16,4,16,0.4444444444444444,0.4444444444444444,0.1111111111111111,10123.727001953124,9819.469614684213,31.978006728252723,12013.850147408117,8233.603856498134,945.0615727274952
2018-03-15,8300.8603515625,8428.349609375,7783.0498046875,8290.759765625,6834429952,2018,3,15,25,5,12,0.2857142857142857,0.5952380952380952,0.119047619047619,10023.7150390625,9674.840161053571,25.380062058280203,12078.799623183966,7968.630454941032,1027.5422920607336
2018-03-16,8338.349609375,8585.150390625,8005.31005859375,8322.91015625,5289379840,2018,3,16,9,2,9,0.45,0.45,0.1,9949.97900390625,9547.555346607996,23.99742377116287,12138.387002556408,7761.571005256093,1094.203999325078
2018-03-17,7916.8798828125,8346.5302734375,7812.81982421875,8321.91015625,4426149888,2018,3,17,3,2,13,0.7222222222222222,0.1666666666666666,0.1111111111111111,9862.586474609376,9392.252921484614,16.30914598748788,12231.14107167068,7494.03187754807,1184.2772985306526
2018-03-18,8223.6796875,8245.509765625,7397.990234375,7890.52001953125,6639190016,2018,3,18,6,5,12,0.5217391304347826,0.2608695652173913,0.217391304347826,9755.43544921875,9280.960232533698,20.562415105422247,12219.920007053272,7290.950891384229,1232.2422789172606
2018-03-19,8630.650390625,8675.8701171875,8182.39990234375,8344.1201171875,6729110016,2018,3,19,15,4,18,0.4864864864864865,0.4054054054054054,0.1081081081081081,9650.68798828125,9219.025961875726,25.199035837726683,12119.63116573059,7181.7448108319095,1234.47158872467
2018-03-20,8913.4697265625,9051.01953125,8389.8896484375,8619.669921875,6361789952,2018,3,20,15,10,17,0.4047619047619047,0.3571428571428571,0.238095238095238,9576.466455078124,9189.925368036373,32.78819800229715,12040.073978304972,7112.858931851279,1231.8037616134234
2018-03-21,8929.2802734375,9177.3701171875,8846.330078125,8937.48046875,6043129856,2018,3,21,14,3,15,0.46875,0.4375,0.09375,9475.38046875,9165.102025693624,38.793061750471495,11866.355147359762,7084.405790140237,1195.4873393048815
2018-03-22,8728.4697265625,9100.7099609375,8564.900390625,8939.4404296875,5530390016,2018,3,22,12,4,12,0.4285714285714285,0.4285714285714285,0.1428571428571428,9357.483935546876,9123.517997204945,42.16513777475343,11644.247136765098,7070.720734328654,1143.3816006091113
2018-03-23,8879.6201171875,8879.6201171875,8360.6201171875,8736.25,5954120192,2018,3,23,16,3,14,0.4242424242424242,0.4848484848484848,0.0909090909090909,9226.979931640624,9100.289627679473,44.733257437370106,11288.174779673363,7165.785083607883,1030.5974240163705
2018-03-24,8668.1201171875,8996.1796875,8665.7001953125,8901.9501953125,5664600064,2018,3,24,10,3,9,0.4090909090909091,0.4545454545454545,0.1363636363636363,9084.75595703125,9059.130626680237,47.57934514052005,10853.740426885695,7315.771487176803,884.4922349272233
2018-03-25,8495.7802734375,8682.009765625,8449.099609375,8612.8095703125,4569880064,2018,3,25,12,6,20,0.5263157894736842,0.3157894736842105,0.1578947368421052,8930.87998046875,9005.478212085689,34.73583212193296,10272.104033353997,7589.655927583503,670.612026442623
2018-03-26,8209.400390625,8530.080078125,7921.43017578125,8498.4697265625,5921039872,2018,3,26,13,5,18,0.5,0.3611111111111111,0.1388888888888889,8802.35498046875,8929.66127670848,35.610576416923905,9860.254798535989,7744.455162401513,528.9499090336187
2018-03-27,7833.0400390625,8232.7802734375,7797.27978515625,8200.0,5378250240,2018,3,27,10,7,22,0.5641025641025641,0.2564102564102564,0.1794871794871795,8695.728466796874,8825.221158837434,32.20317957841297,9687.811803456729,7703.645130137022,496.04166832992655
2018-03-28,7954.47998046875,8122.89013671875,7809.169921875,7836.830078125,4935289856,2018,3,28,14,5,16,0.4571428571428571,0.4,0.1428571428571428,8623.701977539062,8742.293427564226,44.78344168532488,9611.180220142069,7636.223734936055,493.7391213015034
2018-03-29,7165.7001953125,7994.330078125,7081.3798828125,7979.06982421875,6361229824,2018,3,29,8,5,6,0.3157894736842105,0.4210526315789473,0.2631578947368421,8515.109497070312,8592.141691159299,34.98513114585117,9640.148164806453,7390.070829334175,562.5193338680688
2018-03-30,6890.52001953125,7276.66015625,6683.93017578125,7171.4501953125,6289509888,2018,3,30,7,1,9,0.5294117647058824,0.4117647058823529,0.0588235294117647,8416.335498046876,8430.08248433758,31.98235833921636,9740.855096070396,7091.815900023355,662.2597990117602
2018-03-31,6973.52978515625,7207.85009765625,6863.52001953125,6892.47998046875,4553269760,2018,3,31,2,3,6,0.5454545454545454,0.1818181818181818,0.2727272727272727,8286.080493164063,8291.363179653643,37.18048266355563,9641.35133800858,6930.809648319546,677.6354224222584
2018-04-01,6844.22998046875,7060.9501953125,6526.8701171875,7003.06005859375,4532100096,2018,4,1,10,5,11,0.4230769230769231,0.3846153846153846,0.1923076923076923,8168.035986328125,8153.540970207462,30.30399240580212,9595.600309314968,6740.471663341282,713.7821614934214
2018-04-02,7083.7998046875,7135.47021484375,6816.580078125,6844.85986328125,4333440000,2018,4,2,21,5,14,0.35,0.525,0.125,8062.48349609375,8051.660859205561,26.805012890700382,9482.536113685866,6642.430878501632,710.0263087960589
2018-04-03,7456.10986328125,7530.93994140625,7072.490234375,7102.259765625,5499700224,2018,4,3,9,7,15,0.4838709677419355,0.2903225806451613,0.2258064516129032,8021.798510742187,7994.941716736579,28.718092715428227,9463.30425458869,6580.2927668956845,720.7528719232514
2018-04-04,6853.83984375,7469.8798828125,6803.8798828125,7456.41015625,4936000000,2018,4,4,10,4,13,0.4814814814814814,0.3703703703703703,0.1481481481481481,7949.447485351562,7886.265347880715,24.12427404331997,9474.795960782689,6424.099009920436,762.6742377155631
2018-04-05,6811.47021484375,6933.81982421875,6644.7998046875,6848.64990234375,5639320064,2018,4,5,11,5,25,0.6097560975609756,0.2682926829268293,0.1219512195121951,7873.103515625,7783.9039066391,25.11656696641181,9467.762181393518,6278.444849856481,797.3293328842595
2018-04-06,6636.31982421875,6857.490234375,6575.0,6815.9599609375,3766810112,2018,4,6,10,11,16,0.4324324324324324,0.2702702702702703,0.2972972972972973,7809.075512695313,7674.610184503828,21.061355145808776,9496.469832960269,6121.681192430358,843.6971601324772
2018-04-07,6911.08984375,7050.5400390625,6630.509765625,6630.509765625,3976610048,2018,4,7,12,5,6,0.2608695652173913,0.5217391304347826,0.217391304347826,7743.446020507812,7601.893961574892,27.698300176187487,9464.70688622386,6022.185154791765,860.6304328580236
2018-04-08,7023.52001953125,7111.56005859375,6919.97998046875,6919.97998046875,3652499968,2018,4,8,14,5,6,0.24,0.56,0.2,7663.089501953125,7546.810728999307,31.024247540575672,9359.837384990358,5966.3416189158925,848.3739415186163
2018-04-09,6770.72998046875,7178.10986328125,6661.990234375,7044.31982421875,4894060032,2018,4,9,9,6,19,0.5588235294117647,0.2647058823529412,0.1764705882352941,7555.952514648437,7472.898276758301,31.29522330659195,9189.696466552768,5922.208562744107,816.8719759521651
2018-04-10,6834.759765625,6872.41015625,6704.14990234375,6795.43994140625,4272750080,2018,4,10,6,2,13,0.6190476190476191,0.2857142857142857,0.0952380952380952,7451.226489257812,7412.123180459892,35.87365654920774,8979.421552387405,5923.03142612822,764.0975315647961
2018-04-11,6968.31982421875,6968.31982421875,6817.58984375,6843.47021484375,4641889792,2018,4,11,6,7,14,0.5185185185185185,0.2222222222222222,0.2592592592592592,7363.218994140625,7369.856194151212,36.0928680894571,8780.406564320037,5946.031423961213,708.5937850897064
2018-04-12,7889.25,7899.22998046875,6806.509765625,6955.3798828125,8906250240,2018,4,12,6,3,18,0.6666666666666666,0.2222222222222222,0.1111111111111111,7313.70048828125,7419.322270898716,59.83706830762303,8567.59484274859,6059.806133813911,626.9471772336695
2018-04-13,7895.9599609375,8183.9599609375,7758.93017578125,7901.08984375,7764460032,2018,4,13,11,4,10,0.4,0.44,0.16,7275.09248046875,7464.716336616695,64.74598186977133,8393.639893271851,6156.545067665649,559.2737064015506
2018-04-14,7986.240234375,8140.7099609375,7846.0,7874.669921875,5191430144,2018,4,14,2,2,9,0.6923076923076923,0.1538461538461538,0.1538461538461538,7249.615478515625,7514.385279260343,64.82100509494805,8269.999862454293,6229.231094576956,510.19219196933454
2018-04-15,8329.1103515625,8338.419921875,7999.330078125,7999.330078125,5244480000,2018,4,15,8,3,15,0.5769230769230769,0.3076923076923077,0.1153846153846153,7255.6009765625,7591.978143289119,70.45266932846474,8300.793576478629,6210.408376646372,522.5962999580642
2018-04-16,8058.669921875,8371.150390625,7925.72998046875,8337.5703125,5631309824,2018,4,16,6,1,14,0.6666666666666666,0.2857142857142857,0.0476190476190476,7266.882470703125,7636.424979344917,63.31458319828915,8342.738984291094,6191.025957115156,537.9282567939842
2018-04-17,7902.08984375,8285.9599609375,7881.72021484375,8071.66015625,6900879872,2018,4,17,9,4,10,0.4347826086956521,0.391304347826087,0.1739130434782608,7264.262963867188,7661.726395002544,56.47251858099465,8333.303873399685,6195.22205433469,534.5204547662487
2018-04-18,8163.419921875,8197.7998046875,7886.009765625,7944.43017578125,6529909760,2018,4,18,9,8,14,0.4516129032258064,0.2903225806451613,0.2580645161290322,7314.148950195313,7709.506730895159,71.09340075621087,8454.557611745333,6173.740288645294,570.2043307750097
2018-04-19,8294.3095703125,8298.6904296875,8138.77978515625,8159.27001953125,7063209984,2018,4,19,12,5,16,0.4848484848484848,0.3636363636363636,0.1515151515151515,7384.338427734375,7765.202239411097,73.22189553853741,8586.113318034972,6182.563537433779,600.887445150298
2018-04-20,8845.830078125,8880.23046875,8244.5400390625,8286.8798828125,8438110208,2018,4,20,6,5,8,0.4210526315789473,0.3157894736842105,0.2631578947368421,7477.953442382813,7868.119176431469,80.95305325982433,8827.586327908428,6128.3205568571975,674.8164427628074
2018-04-21,8895.580078125,8997.5703125,8652.150390625,8848.7900390625,7548550144,2018,4,21,7,1,13,0.6190476190476191,0.3333333333333333,0.0476190476190476,7580.520947265625,7965.972595640377,79.67141401192043,9035.083669624815,6125.958224906435,727.2813611795951
2018-04-22,8802.4599609375,9001.6396484375,8779.6103515625,8925.0595703125,6629899776,2018,4,22,15,3,12,0.4,0.5,0.1,7666.453955078125,8045.638059002008,76.75257552546975,9198.465966236268,6134.44194391998,766.0060055790723
2018-04-23,8930.8798828125,8958.5498046875,8788.8095703125,8794.3896484375,6925190144,2018,4,23,11,8,13,0.40625,0.34375,0.25,7740.192456054688,8129.946804126816,83.74779521130804,9368.515440330786,6111.86947177859,814.1614921380487
2018-04-24,9697.5,9732.6103515625,8927.830078125,8934.33984375,10678800384,2018,4,24,9,3,12,0.5,0.375,0.125,7882.375463867187,8279.237584686167,86.67338555315969,9673.313558795588,6091.437368938787,895.4690474642005
2018-04-25,8845.740234375,9745.3203125,8799.83984375,9701.0302734375,11083100160,2018,4,25,16,5,19,0.475,0.4,0.125,7984.08896484375,8333.190217989866,70.31303342120425,9749.830341115092,6218.347588572408,882.8706881356707
2018-04-26,9281.509765625,9281.509765625,8727.08984375,8867.3203125,8970559488,2018,4,26,7,4,15,0.5769230769230769,0.2692307692307692,0.1538461538461538,8116.348461914063,8423.50636538369,66.83074691298852,9853.055568328651,6379.641355499473,868.3535532072946
2018-04-27,8987.0498046875,9375.4697265625,8987.0498046875,9290.6298828125,7566289920,2018,4,27,11,6,18,0.5142857142857142,0.3142857142857143,0.1714285714285714,8220.146459960937,8477.17716912691,62.33201368129057,9900.79244965249,6539.500470269383,840.322994845777
2018-04-28,9348.48046875,9412.08984375,8931.990234375,8939.26953125,7805479936,2018,4,28,7,0,11,0.6111111111111112,0.3888888888888889,0.0,8336.394482421874,8560.15843575768,64.50747144128928,9989.94967753445,6682.839287309298,826.777597556288
2018-04-29,9419.080078125,9531.490234375,9193.7099609375,9346.41015625,8853000192,2018,4,29,8,5,12,0.48,0.32,0.2,8468.811987304687,8641.960496935519,62.32247366044468,10015.14058144918,6922.483393160195,773.1642970722459
2018-04-30,9240.5498046875,9477.1396484375,9166.8095703125,9426.1103515625,8673920000,2018,4,30,13,11,17,0.4146341463414634,0.3170731707317073,0.2682926829268293,8589.101489257813,8698.969002435708,63.64511483140194,9965.132309374489,7213.070669141139,688.0154100583371
2018-05-01,9119.009765625,9255.8798828125,8891.0498046875,9251.4697265625,7713019904,2018,5,1,14,6,24,0.5454545454545454,0.3181818181818182,0.1363636363636363,8696.635986328125,8738.972884644212,64.16426338046548,9858.896496985515,7534.375475670734,581.1302553286955
2018-05-02,9235.919921875,9256.51953125,9015.1396484375,9104.599609375,7558159872,2018,5,2,9,5,21,0.6,0.2571428571428571,0.1428571428571428,8763.969482421875,8786.301173904287,62.91757705097587,9884.572152774355,7643.366812069393,560.3013351762409
2018-05-03,9743.8603515625,9798.330078125,9188.150390625,9233.9697265625,10207299584,2018,5,3,21,14,37,0.5138888888888888,0.2916666666666667,0.1944444444444444,8856.364501953125,8877.497286062213,66.00521193206373,9980.344547773322,7732.384456132928,561.9900229100988
2018-05-04,9700.759765625,9779.2001953125,9585.9599609375,9695.5,8217829888,2018,5,4,6,2,20,0.7142857142857143,0.2142857142857142,0.0714285714285714,8942.090478515625,8955.903236496764,60.63358298331321,10048.029583176947,7836.151373854303,552.9695523306611
2018-05-05,9858.150390625,9964.5,9695.1201171875,9700.2802734375,7651939840,2018,5,5,8,7,17,0.53125,0.25,0.21875,9018.54248046875,9041.83153688993,61.6601926725017,10156.9859371949,7880.099023742601,569.2217283630741
2018-05-06,9654.7998046875,9940.1396484375,9465.25,9845.3095703125,7222280192,2018,5,6,8,6,15,0.5172413793103449,0.2758620689655172,0.2068965517241379,9098.348974609376,9100.209467156365,60.05634250713787,10175.610675552303,8021.087273666446,538.6308504714641
2018-05-07,9373.009765625,9665.849609375,9231.5302734375,9645.669921875,7394019840,2018,5,7,20,4,19,0.4418604651162791,0.4651162790697674,0.0930232558139534,9171.894970703124,9126.1904479629,55.03428048999896,10095.111663022475,8248.678278383773,461.60834615967536
2018-05-08,9234.8203125,9462.75,9127.76953125,9380.8701171875,7415869952,2018,5,8,13,6,13,0.40625,0.40625,0.1875,9225.464990234375,9136.536149347388,43.85186038761839,10017.27913300978,8433.65084745897,395.90707138770296
2018-05-09,9325.1796875,9374.759765625,9031.6201171875,9223.73046875,7226890240,2018,5,9,23,2,18,0.4186046511627907,0.5348837209302325,0.0465116279069767,9277.00849609375,9154.502200600018,57.98703322776058,9936.81129266037,8617.205699527129,329.90139828331
2018-05-10,9043.9404296875,9396.0400390625,9040.51953125,9325.9599609375,6906699776,2018,5,10,7,10,16,0.4848484848484848,0.2121212121212121,0.303030303030303,9286.914013671874,9143.97250813216,45.82747744116522,9925.053947028004,8648.774080315745,319.06996667806493
2018-05-11,8441.490234375,9052.9599609375,8394.4599609375,9052.9599609375,8488520192,2018,5,11,18,5,19,0.4523809523809524,0.4285714285714285,0.119047619047619,9264.209521484376,9077.069434441,41.35355824743688,9987.59286853642,8540.826174432332,361.6916735260221
2018-05-12,8504.8896484375,8664.8603515625,8223.5,8441.4404296875,6821380096,2018,5,12,5,2,9,0.5625,0.3125,0.125,9249.331005859374,9022.576121488286,35.23533741056208,10023.183035188204,8475.478976530545,386.9260146644146
2018-05-13,8723.9404296875,8773.5498046875,8395.1201171875,8515.490234375,5866379776,2018,5,13,13,10,18,0.4390243902439024,0.3170731707317073,0.2439024390243902,9238.984033203124,8994.134627031068,38.4345448560409,10035.952766467526,8442.015299938725,398.4843666322008
2018-05-14,8716.7900390625,8881.1201171875,8367.9697265625,8713.099609375,7364149760,2018,5,14,11,5,14,0.4666666666666667,0.3666666666666666,0.1666666666666666,9189.94853515625,8967.720856748347,40.75890269529277,9988.811686982155,8391.085383330346,399.4315759129526
2018-05-15,8510.3798828125,8836.1904296875,8456.4501953125,8705.1904296875,6705710080,2018,5,15,8,5,17,0.5666666666666667,0.2666666666666666,0.1666666666666666,9173.180517578125,8924.164573516362,39.57372587687088,10015.36776560884,8330.993269547409,421.0936240153577
2018-05-16,8368.830078125,8508.4296875,8175.490234375,8504.41015625,6760220160,2018,5,16,13,5,20,0.5263157894736842,0.3421052631578947,0.131578947368421,9127.546533203124,8871.27557395528,35.27046342217615,10040.917635094484,8214.175431311767,456.6855509456791
2018-05-17,8094.31982421875,8445.5400390625,8054.1201171875,8370.0498046875,5862530048,2018,5,17,11,7,14,0.4375,0.34375,0.21875,9082.910034179688,8797.279788266085,19.56500939916853,10105.871876030393,8059.948192328983,511.48092092535234
2018-05-18,8250.9697265625,8274.1201171875,7974.81982421875,8091.830078125,5764190208,2018,5,18,11,4,16,0.5161290322580645,0.3548387096774194,0.1290322580645161,9028.034497070312,8745.250258580028,24.32627849369166,10107.216686966824,7948.852307173798,539.5910949482567
2018-05-19,8247.1796875,8372.0595703125,8183.35009765625,8255.73046875,4712399872,2018,5,19,10,3,13,0.5,0.3846153846153846,0.1153846153846153,8969.439477539063,8697.814966096217,19.83076240495953,10085.839943896148,7853.039011181977,558.2002331785428
2018-05-20,8513.25,8562.41015625,8205.240234375,8246.990234375,5191059968,2018,5,20,13,4,21,0.5526315789473685,0.3421052631578947,0.1052631578947368,8933.074487304688,8680.23735027753,29.112459044983325,10059.62696331531,7806.522011294066,563.2762380053107
2018-05-21,8418.990234375,8557.51953125,8365.1201171875,8522.330078125,5154990080,2018,5,21,12,2,16,0.5333333333333333,0.4,0.0666666666666666,8898.073510742188,8655.356672572527,31.257566205618147,10043.639940152045,7752.507081332333,572.7832147049278
